carat,cut,color,clarity,depth,table,price,radius
0.46,4,6,5,61.9,58,1437,2.47
0.59,4,4,3,60.5,59,1437,2.72
0.51,5,2,4,61.1,56,1437,2.58
0.59,5,4,3,61.5,57,1437,2.68
0.51,5,6,3,61.7,55,1437,2.59
0.51,5,6,3,60.8,57,1437,2.585
0.45,2,4,8,59.6,61,1437,2.5
0.51,3,3,5,63.4,57,1437,2.545
0.51,3,7,3,59.1,63,1437,2.635
0.52,3,6,3,59.3,59,1438,2.63
0.51,3,4,4,62.5,59,1438,2.525
0.51,3,4,4,62.4,62,1438,2.535
0.51,5,3,5,62.7,57,1438,2.54
0.51,5,6,3,61.3,55,1438,2.555
0.51,3,4,4,62.9,57,1438,2.53
0.51,3,4,4,62.9,54,1438,2.54
0.51,3,4,4,62.2,57,1438,2.55
0.51,5,6,3,62.2,57,1438,2.54
0.51,3,4,4,62.7,57,1438,2.525
0.51,5,3,5,61.1,56,1438,2.555
0.51,5,3,5,62.6,57,1438,2.545
0.51,3,4,4,62.9,58,1438,2.53
0.51,5,3,5,62.7,54,1438,2.56
0.51,5,6,3,61.5,55,1438,2.58
0.51,5,4,4,62.4,56,1438,2.555
0.51,3,6,3,62.3,58,1438,2.525
0.51,3,4,4,62.4,57,1438,2.545
0.51,3,4,4,62.7,58,1438,2.545
0.51,3,6,3,61.3,54,1438,2.565
0.51,3,6,3,60.8,57,1438,2.595
0.51,5,6,3,59.6,57,1438,2.6
0.51,5,4,4,61.7,57,1438,2.56
0.51,2,3,5,63.7,55,1438,2.535
0.51,3,4,4,62.9,58,1438,2.525
0.51,5,6,3,62.7,55,1438,2.535
0.51,3,6,3,62.5,57,1438,2.53
0.51,3,6,3,62.8,55,1438,2.535
0.51,4,4,4,61.2,60,1438,2.56
0.51,3,6,3,62.8,56,1438,2.535
0.51,4,4,4,62.4,58,1438,2.555
0.51,5,6,3,62.1,55,1438,2.545
0.51,3,4,4,62.3,59,1438,2.535
0.58,3,7,2,62.9,56,1438,2.655
0.44,5,6,7,59.9,57,1438,2.465
0.53,5,6,2,61.4,56,1438,2.605
0.61,4,2,4,61.8,56,1438,2.72
0.41,5,5,8,61.3,56,1439,2.38
0.41,5,5,8,61.9,56,1439,2.385
0.41,4,5,8,62.6,58,1439,2.365
0.41,5,5,8,61.6,56,1439,2.395
0.41,5,5,8,61.4,56,1439,2.385
0.41,5,5,8,62.1,55,1439,2.38
0.41,5,5,8,61.9,56,1439,2.39
0.53,5,4,3,61.0,55,1439,2.615
0.41,5,5,8,61.4,58,1439,2.39
0.41,5,5,8,61.4,56,1439,2.405
0.41,5,5,8,62.3,55,1439,2.39
0.41,5,5,8,61.7,56,1439,2.395
0.54,5,3,4,60.1,57,1439,2.665
0.54,4,3,4,62.6,58,1439,2.595
0.54,3,3,4,63.2,55,1439,2.62
0.54,4,4,3,61.6,58,1439,2.63
0.58,4,3,4,59.7,59,1439,2.71
0.58,3,5,3,62.2,57,1440,2.66
0.56,3,6,3,60.2,57,1440,2.68
0.54,3,6,3,63.2,57,1440,2.575
0.54,5,6,3,60.6,58,1440,2.635
0.37,1,7,8,61.2,57,1440,2.34
0.4,5,7,7,60.3,57,1441,2.405
0.47,5,4,7,61.3,56,1441,2.515
0.62,5,5,2,61.3,55,1441,2.775
0.57,5,4,3,62.1,55,1441,2.66
0.57,5,4,3,62.3,54,1441,2.67
0.57,5,4,3,62.2,55,1441,2.665
0.46,5,4,8,62.5,57,1441,2.445
0.56,5,5,3,61.4,57,1441,2.65
0.56,4,4,3,58.8,59,1441,2.7
0.56,5,4,3,62.5,56,1441,2.64
0.56,4,4,3,60.2,59,1441,2.68
0.56,3,5,3,63.2,56,1441,2.645
0.54,5,4,4,62.8,55,1441,2.615
0.58,3,5,3,59.4,58,1442,2.725
0.51,3,7,3,63.0,58,1442,2.525
0.7,2,1,3,64.3,56,1442,2.81
0.41,5,6,7,61.9,58,1442,2.385
0.6,5,3,4,62.1,55,1442,2.71
0.51,5,3,4,60.8,57,1442,2.57
0.51,5,5,4,62.5,55,1442,2.54
0.59,5,2,5,62.2,57,1442,2.665
0.58,5,4,3,61.4,55,1442,2.67
0.58,5,5,3,59.9,56,1442,2.705
0.58,5,7,2,61.2,57,1442,2.7
0.58,5,7,2,62.7,56,1442,2.66
0.51,5,4,4,62.8,55,1443,2.55
0.51,3,4,4,63.4,55,1443,2.53
0.51,5,4,4,62.2,54,1443,2.555
0.51,4,3,5,62.5,58,1443,2.56
0.51,4,4,4,61.3,59,1443,2.585
0.51,5,4,4,62.0,56,1443,2.59
0.51,4,4,4,62.6,57,1443,2.575
0.51,2,4,4,63.9,56,1443,2.55
0.51,5,6,3,61.7,55,1443,2.585
0.51,5,6,3,61.1,56,1443,2.6
0.51,5,6,3,62.4,55,1443,2.57
0.51,4,6,3,61.0,58,1443,2.565
0.51,4,6,3,61.8,58,1443,2.575
0.51,5,6,3,62.0,55,1443,2.57
0.51,5,6,3,62.3,56,1443,2.575
0.51,2,6,3,63.9,54,1443,2.545
0.51,4,6,3,62.8,61,1443,2.535
0.51,5,6,3,62.5,56,1443,2.55
0.51,3,6,3,63.5,54,1443,2.55
0.51,2,6,3,63.9,56,1443,2.555
0.51,3,6,3,63.2,61,1443,2.54
0.51,4,6,3,58.8,58,1443,2.64
0.51,4,6,3,60.3,56,1443,2.635
0.51,3,4,4,63.5,57,1443,2.53
0.51,2,5,4,63.1,59,1444,2.52
0.41,5,6,7,61.5,56,1444,2.405
0.49,4,7,3,61.3,57,1444,2.605
0.59,3,2,4,61.2,57,1445,2.7
0.59,3,2,4,60.3,59,1445,2.705
0.59,5,3,3,61.1,57,1445,2.695
0.55,4,4,4,62.7,60,1445,2.635
0.52,3,4,4,63.7,56,1446,2.54
0.52,3,4,4,60.2,56,1446,2.615
0.5,3,6,4,63.6,59,1446,2.495
0.62,3,3,3,60.1,61,1446,2.775
0.52,3,7,3,63.2,57,1446,2.555
0.5,5,3,4,60.8,56,1446,2.585
0.52,5,5,4,61.6,56,1446,2.57
0.62,5,5,2,62.0,58,1446,2.72
0.5,5,3,3,61.9,56,1446,2.54
0.58,5,4,3,62.2,55,1446,2.665
0.4,5,5,7,61.7,57,1446,2.37
0.52,4,4,4,60.9,58,1447,2.595
0.5,2,5,4,62.8,61,1447,2.47
0.5,2,5,4,61.3,61,1447,2.525
0.5,2,7,3,60.5,57,1447,2.55
0.5,3,2,7,62.8,61,1448,2.49
0.55,5,6,3,60.9,56,1448,2.64
0.55,4,4,4,59.6,59,1448,2.66
0.55,5,4,4,62.4,56,1448,2.615
0.57,5,2,5,62.2,55,1448,2.64
0.55,5,5,3,60.2,56,1448,2.66
0.71,3,5,1,63.2,55,1448,2.82
0.53,3,4,4,60.1,59,1449,2.61
0.6,4,7,2,62.3,59,1449,2.705
0.5,5,4,4,62.0,56,1449,2.54
0.5,5,4,4,62.0,57,1449,2.54
0.5,5,4,4,62.5,57,1449,2.52
0.5,5,4,4,60.9,58,1449,2.55
0.5,5,4,4,61.7,54,1449,2.57
0.5,5,4,4,62.0,56,1449,2.545
0.5,5,3,5,60.5,57,1449,2.575
0.53,5,3,5,62.3,54,1449,2.59
0.55,3,5,3,63.3,58,1449,2.605
0.53,3,4,4,62.5,56,1450,2.58
0.46,5,3,8,62.2,55,1450,2.47
0.51,5,4,4,61.9,55,1450,2.535
0.52,3,4,4,63.3,57,1450,2.555
0.5,5,6,4,62.7,55,1451,2.54
0.52,5,5,4,61.3,56,1451,2.57
0.52,4,5,4,60.2,59,1451,2.595
0.5,3,6,4,62.1,62,1451,2.54
0.52,3,7,3,63.8,56,1452,2.53
0.59,3,5,3,62.4,59,1452,2.665
0.54,5,2,5,62.3,57,1452,2.6
0.58,3,6,3,59.6,57,1453,2.705
0.46,5,4,7,60.7,57,1453,2.49
0.54,5,3,4,61.6,55,1453,2.615
0.54,5,3,4,61.5,55,1453,2.625
0.54,5,2,5,63.1,55,1453,2.59
0.5,3,7,3,61.6,56,1454,2.545
0.52,5,2,7,60.1,56,1454,2.62
0.54,5,3,5,61.2,55,1454,2.625
0.34,5,3,3,61.1,56,508,2.26
0.32,5,4,3,62.3,57,508,2.19
0.3,5,7,3,61.8,56,508,2.155
0.3,5,7,3,62.4,54,508,2.16
0.33,5,1,7,62.1,54,509,2.225
0.35,5,2,4,61.1,57,509,2.275
0.35,5,2,4,61.4,55,509,2.27
0.38,5,3,2,61.3,54,510,2.34
0.29,5,3,6,61.7,56,511,2.145
0.31,5,2,7,62.1,54,511,2.17
0.31,5,4,4,62.1,54,511,2.17
0.33,5,3,3,61.0,55,511,2.225
0.33,5,3,3,60.9,56,511,2.25
0.39,3,6,1,62.8,57,511,2.305
0.35,4,2,2,60.9,58,512,2.28
0.3,2,3,5,63.2,59,512,2.155
0.31,2,5,3,63.2,56,512,2.135
0.31,5,3,4,62.1,55,513,2.17
0.31,5,3,4,61.5,55,513,2.18
0.36,5,1,5,61.7,53,513,2.29
0.31,5,2,5,61.4,55,513,2.16
0.31,5,2,5,61.3,55,513,2.185
0.38,4,1,3,61.3,59,513,2.31
0.28,3,7,5,62.4,56,514,2.075
0.28,5,3,6,61.6,56,514,2.11
0.28,5,3,6,61.2,55,514,2.09
0.3,5,3,3,61.9,54,514,2.155
0.3,5,3,3,62.2,53,514,2.145
0.3,5,2,6,62.1,56,515,2.145
0.3,5,2,6,62.6,56,515,2.13
0.3,5,2,6,62.2,56,515,2.135
0.3,5,2,6,62.2,55,515,2.15
0.3,5,2,6,62.0,56,515,2.145
0.31,5,3,4,61.2,59,515,2.18
0.31,5,5,3,62.0,55,515,2.16
0.3,4,7,3,62.1,59,515,2.145
0.3,3,7,3,58.8,57,515,2.2
0.3,2,7,3,63.4,54,515,2.135
0.3,2,7,3,63.1,56,515,2.12
0.3,2,7,3,63.4,55,515,2.11
0.32,5,3,5,61.8,53,516,2.205
0.4,5,3,2,61.6,56,516,2.365
0.34,5,3,3,61.3,56,516,2.24
0.31,5,6,3,61.9,53,516,2.18
0.32,5,6,3,61.6,54,516,2.21
0.32,5,6,3,62.2,54,516,2.19
0.31,5,6,3,62.1,55,516,2.165
0.31,5,6,3,61.6,54,516,2.195
0.31,5,6,3,61.1,55,516,2.18
0.31,4,5,3,62.7,58,516,2.155
0.31,3,5,3,62.9,57,516,2.155
0.31,2,5,3,63.5,56,516,2.15
0.31,3,5,3,60.6,60,516,2.17
0.31,3,5,3,60.7,58,516,2.175
0.31,2,5,3,63.1,57,516,2.14
0.31,5,5,3,60.5,57,516,2.2
0.31,2,5,3,63.1,55,516,2.14
0.31,4,5,3,60.5,60,516,2.185
0.31,5,5,3,62.3,56,516,2.16
0.34,5,3,4,61.8,55,517,2.245
0.34,5,3,4,61.2,55,517,2.245
0.35,5,4,2,61.2,56,517,2.28
0.32,4,3,2,61.8,55,517,2.21
0.32,2,3,2,63.8,56,517,2.19
0.32,3,3,2,63.1,56,517,2.185
0.34,5,4,4,62.4,57,517,2.23
0.27,3,5,4,61.8,57,518,2.07
0.27,3,5,5,62.5,56,518,2.07
0.27,3,5,5,60.5,57,518,2.105
0.27,3,6,5,61.8,55,518,2.09
0.31,5,3,4,61.5,54,518,2.175
0.3,5,2,5,62.2,56,518,2.135
0.3,5,2,5,62.6,54,518,2.12
0.37,5,4,2,61.3,55,518,2.32
0.29,4,5,3,62.4,58,518,2.13
0.36,4,6,2,61.5,61,518,2.315
0.36,3,3,3,59.3,60,518,2.31
0.32,3,3,2,60.4,59,393,2.195
0.32,5,1,4,62.1,54,393,2.19
0.32,3,1,4,62.9,56,393,2.185
0.28,3,3,4,59.7,60,394,2.125
0.28,2,4,4,61.8,61,394,2.1
0.31,4,5,1,62.9,59,394,2.165
0.3,3,1,5,62.7,59,394,2.12
0.3,4,1,5,62.6,58,394,2.14
0.3,3,5,2,62.3,58,394,2.14
0.3,3,5,2,62.2,58,394,2.11
0.3,5,2,3,61.3,56,394,2.16
0.3,2,1,5,63.4,57,394,2.115
0.3,5,2,3,62.3,56,394,2.16
0.3,2,5,2,63.3,55,394,2.145
0.3,4,2,3,60.9,59,394,2.17
0.3,5,1,5,59.7,57,394,2.185
0.3,2,4,2,63.7,54,394,2.115
0.3,2,4,2,63.3,57,394,2.125
0.3,2,2,3,63.5,57,394,2.12
0.3,2,2,3,63.8,57,394,2.095
0.3,4,1,5,62.6,60,394,2.11
0.3,2,1,5,63.4,55,394,2.125
0.3,3,2,3,61.6,62,394,2.135
0.3,3,5,2,61.7,62,394,2.125
0.3,4,5,2,61.3,58,394,2.14
0.51,4,4,4,61.2,60,1546,2.585
0.51,5,4,4,62.9,54,1546,2.56
0.51,4,4,4,62.4,57,1546,2.555
0.51,4,4,4,62.7,58,1546,2.56
0.51,4,4,4,62.2,57,1546,2.575
0.51,5,4,4,62.7,57,1546,2.56
0.51,4,4,4,62.9,58,1546,2.555
0.51,4,4,4,62.3,59,1546,2.55
0.51,5,6,3,59.6,57,1546,2.62
0.51,4,6,3,61.3,54,1546,2.59
0.51,5,6,3,61.5,55,1546,2.59
0.51,4,6,3,60.8,57,1546,2.62
0.51,5,6,3,62.8,56,1546,2.575
0.51,5,6,3,62.2,57,1546,2.56
0.51,5,6,3,62.1,55,1546,2.575
0.51,5,6,3,61.3,55,1546,2.585
0.51,4,6,3,62.5,57,1546,2.545
0.51,5,6,3,62.7,55,1546,2.55
0.51,5,6,3,62.8,55,1546,2.56
0.51,4,6,3,62.3,58,1546,2.56
0.51,4,4,4,62.4,58,1546,2.56
0.5,3,6,4,61.8,57,1547,2.525
0.42,5,7,7,61.8,55,1547,2.415
0.42,5,7,7,61.6,56,1547,2.395
0.42,3,7,7,62.8,56,1547,2.38
0.42,5,7,7,61.8,56,1547,2.395
0.61,4,5,3,62.4,59,1547,2.685
0.52,5,7,3,61.1,57,1547,2.595
0.53,3,3,6,61.3,61,1548,2.575
0.55,3,3,4,62.0,55,1548,2.64
0.51,5,7,3,62.4,57,1548,2.555
0.61,3,4,3,59.7,63,1548,2.75
0.45,5,4,8,61.7,55,1548,2.465
0.45,2,5,7,63.8,58,1548,2.425
0.45,4,7,6,59.8,59,1548,2.505
0.51,3,6,4,64.1,57,1549,2.51
0.51,3,6,4,60.0,57,1549,2.575
0.51,2,7,4,63.7,57,1549,2.5
0.52,5,4,4,61.9,55,1549,2.575
0.52,5,6,4,62.3,53,1549,2.585
0.53,5,4,3,61.1,55,1549,2.62
0.55,5,1,5,62.3,56,1550,2.63
0.52,3,5,4,61.9,59,1550,2.555
0.52,3,5,4,63.9,57,1550,2.54
0.5,3,5,5,59.9,61,1550,2.565
0.5,3,5,5,62.9,58,1550,2.525
0.67,5,3,3,62.1,54,1550,2.805
0.55,3,6,3,61.0,61,1551,2.625
0.55,5,6,3,61.7,57,1551,2.615
0.55,5,6,3,61.4,55,1551,2.63
0.55,5,6,3,62.3,56,1551,2.615
0.54,4,7,3,60.0,58,1551,2.63
0.54,2,7,3,63.2,55,1551,2.585
0.55,3,4,4,62.3,56,1551,2.62
0.55,5,6,3,61.7,56,1551,2.62
0.55,5,6,3,60.6,56,1551,2.65
0.55,5,6,3,60.7,57,1551,2.635
0.55,5,6,3,62.1,55,1551,2.605
0.55,4,6,3,61.2,59,1551,2.625
0.59,3,3,4,61.8,56,1552,2.685
0.56,4,6,4,61.1,59,1552,2.635
0.62,4,4,3,62.6,60,1552,2.71
0.53,5,2,5,61.8,55,1552,2.595
0.51,3,5,4,63.1,59,1552,2.55
0.5,3,7,4,63.7,56,1553,2.475
0.51,5,7,3,62.0,55,1553,2.555
0.51,3,6,4,61.2,60,1554,2.555
0.5,3,6,5,61.6,59,1554,2.53
0.6,3,5,3,62.4,56,1554,2.685
0.6,3,5,3,60.0,61,1554,2.74
0.6,3,4,3,61.1,57,1554,2.68
0.52,2,6,4,63.3,56,1554,2.54
0.52,3,4,5,59.1,60,1554,2.62
0.5,5,6,4,62.1,55,1554,2.555
0.5,5,6,4,61.5,55,1554,2.555
0.5,5,6,4,61.6,56,1554,2.55
0.57,5,3,5,61.7,54,1554,2.665
0.57,5,3,5,61.3,56,1554,2.68
0.51,2,6,4,59.2,62,1554,2.61
0.59,3,4,3,59.3,58,1555,2.725
0.52,3,7,4,60.9,58,1555,2.61
0.5,5,6,3,61.2,56,1555,2.56
0.52,5,6,3,61.6,55,1555,2.58
0.54,4,6,4,59.6,59,1555,2.66
0.54,4,5,3,60.4,58,1555,2.645
0.59,3,4,4,62.8,56,1556,2.65
0.7,2,2,2,63.2,60,1556,2.775
0.55,4,4,4,60.3,62,1556,2.665
0.55,5,6,3,60.9,56,1556,2.66
0.5,4,2,7,62.8,61,1556,2.525
0.55,5,4,4,62.4,56,1556,2.625
0.55,4,4,4,59.6,59,1556,2.68
0.6,3,3,4,60.8,60,1557,2.695
0.51,5,4,4,60.7,56,1557,2.59
0.51,5,4,4,61.3,55,1557,2.58
0.51,5,4,4,61.8,55,1557,2.575
0.5,3,5,5,61.9,62,1558,2.51
0.57,5,3,4,61.6,55,1558,2.67
0.58,5,4,4,61.2,55,1558,2.7
0.46,5,4,8,61.6,54,1558,2.485
0.53,4,5,5,61.5,61,1558,2.585
0.5,5,6,4,62.7,55,1559,2.56
0.54,3,6,3,59.6,62,1559,2.655
0.55,3,6,3,59.7,60,1559,2.655
0.5,3,6,4,62.9,55,1559,2.535
0.5,4,6,4,62.7,59,1559,2.51
0.5,3,6,4,62.9,60,1559,2.535
0.5,5,6,4,62.3,57,1559,2.52
0.5,3,6,4,62.8,60,1559,2.51
0.5,4,6,4,62.0,58,1559,2.535
0.5,4,4,5,60.0,59,1559,2.56
0.5,4,6,4,62.6,58,1559,2.535
0.5,5,6,4,62.0,56,1559,2.53
0.5,4,6,4,62.1,62,1559,2.55
0.51,3,4,5,63.3,56,1560,2.525
0.54,5,3,5,61.0,56,1560,2.625
0.66,5,6,2,61.9,55,1560,2.805
0.46,5,4,8,60.9,57,1560,2.49
0.53,3,3,5,63.3,56,1561,2.565
0.59,3,3,5,62.4,58,1561,2.695
0.5,3,6,4,60.2,60,1561,2.565
0.53,2,6,4,63.5,59,1561,2.565
0.59,5,6,3,62.2,55,1561,2.695
0.57,2,7,3,59.3,61,1561,2.67
0.59,4,5,3,62.4,59,1561,2.685
0.59,5,5,3,62.0,57,1561,2.705
0.51,5,5,4,61.3,56,1562,2.57
0.51,5,5,4,62.7,57,1562,2.555
0.6,5,5,2,61.7,56,1562,2.705
0.51,5,5,4,61.3,56,1562,2.585
0.51,3,7,3,63.2,55,1562,2.56
0.5,4,6,3,61.0,61,1562,2.555
0.55,3,4,4,61.6,56,1563,2.63
0.54,3,4,5,64.0,59,1563,2.56
0.51,5,3,4,61.7,56,1563,2.565
0.54,5,5,4,62.0,55,1563,2.625
0.62,5,4,3,61.6,56,1563,2.73
0.5,5,7,3,60.9,57,1563,2.555
0.54,2,5,4,60.6,61,1563,2.61
0.55,2,5,4,62.8,63,1563,2.565
0.54,5,2,7,62.7,57,1564,2.57
0.53,5,6,3,61.4,56,1564,2.6
0.6,3,2,6,63.7,57,1565,2.68
0.57,3,4,4,60.7,58,1565,2.655
0.6,3,4,3,63.1,57,1565,2.66
0.6,3,4,3,63.5,59,1565,2.64
0.5,3,7,4,61.1,58,1565,2.545
0.5,5,5,4,61.1,58,1565,2.55
0.63,5,1,3,61.8,56,1565,2.735
0.5,2,5,4,60.9,60,1565,2.565
0.5,2,4,5,61.9,61,1565,2.515
0.6,2,4,3,61.3,61,1565,2.7
0.47,3,6,5,61.8,58,1566,2.485
0.53,5,5,4,62.3,55,1566,2.585
0.53,5,7,3,62.3,56,1566,2.575
0.53,5,7,3,62.0,57,1566,2.595
0.53,4,7,3,61.4,58,1566,2.595
0.55,5,6,3,60.8,56,1566,2.655
0.58,3,6,4,61.1,63,1566,2.705
0.54,5,6,4,61.8,55,1567,2.61
0.57,5,5,4,61.6,56,1567,2.67
0.54,5,4,5,61.4,57,1567,2.6
0.51,4,6,4,61.5,60,1567,2.56
0.51,4,6,4,61.6,58,1567,2.59
0.71,4,3,2,61.7,59,1567,2.88
0.5,3,6,4,62.4,57,1568,2.505
0.56,5,7,2,60.0,58,1568,2.71
0.5,3,3,6,62.9,56,1569,2.515
0.5,3,7,4,63.3,56,1569,2.5
0.5,3,4,5,62.9,58,1569,2.53
0.51,4,7,3,60.1,60,1569,2.575
0.51,5,5,4,60.6,56,1569,2.585
0.51,3,7,3,60.9,59,1569,2.565
0.51,3,7,3,61.0,60,1569,2.575
0.51,5,7,3,61.6,56,1569,2.55
0.51,4,7,3,60.3,59,1569,2.6
0.51,3,7,3,62.3,57,1569,2.54
0.51,4,5,4,62.1,58,1569,2.545
0.51,4,7,3,60.1,60,1569,2.57
0.51,3,5,4,62.9,55,1569,2.54
0.51,5,7,3,61.8,55,1569,2.57
0.51,5,7,3,61.7,55,1569,2.555
0.51,5,7,3,62.4,57,1569,2.545
0.51,4,7,3,61.6,58,1569,2.56
0.51,3,7,3,62.8,56,1569,2.535
0.51,3,5,4,62.9,57,1569,2.545
0.51,5,5,4,61.4,56,1569,2.565
0.51,2,5,4,63.2,56,1569,2.525
0.51,3,5,4,61.0,58,1569,2.55
0.61,5,1,5,61.1,56,1569,2.72
0.5,5,4,5,62.0,54,1569,2.555
0.5,5,4,5,62.6,57,1569,2.525
0.58,5,5,3,60.9,55,1569,2.695
0.51,5,7,3,61.9,54,1569,2.57
0.4,5,4,8,61.9,56,1570,2.35
0.52,3,6,4,62.8,58,1571,2.555
0.42,5,4,6,61.7,56,1571,2.42
0.52,5,6,4,62.2,55,1571,2.58
0.56,5,3,2,60.7,56,1571,2.67
0.55,5,7,3,62.1,56,1571,2.605
0.57,4,5,3,61.8,57,1571,2.67
0.57,4,5,3,60.7,58,1571,2.68
0.57,5,5,3,61.6,57,1571,2.685
0.57,4,5,3,59.5,58,1571,2.715
0.57,4,5,3,62.7,59,1571,2.65
0.57,5,5,3,61.4,57,1571,2.675
0.5,5,7,5,63.0,57,1571,2.53
0.57,4,4,4,61.1,59,1571,2.695
0.54,5,6,3,61.7,56,1571,2.635
0.46,3,3,7,62.0,56,1572,2.48
0.61,3,2,4,62.4,57,1572,2.7
0.52,3,3,5,63.5,58,1572,2.54
0.59,4,3,4,60.7,56,1572,2.73
0.59,5,7,2,60.2,57,1572,2.735
0.59,4,7,2,61.2,60,1572,2.71
0.59,5,7,2,62.3,55,1572,2.705
0.54,5,5,4,61.3,57,1572,2.64
0.62,4,4,3,59.9,58,1572,2.78
0.59,2,5,4,63.5,55,1573,2.655
0.57,5,3,4,60.2,59,1573,2.675
0.51,5,3,5,61.8,57,1573,2.555
0.52,5,3,4,61.8,56,1573,2.595
0.48,5,4,6,62.0,57,1574,2.505
0.51,4,7,3,62.7,59,1574,2.54
0.51,4,5,4,62.4,58,1574,2.565
0.51,3,5,4,63.1,57,1574,2.55
0.51,3,5,4,63.1,58,1574,2.555
0.51,3,5,4,63.2,56,1574,2.55
0.51,4,5,4,62.3,60,1574,2.55
0.51,3,5,4,63.5,56,1574,2.545
0.51,4,5,4,63.0,55,1574,2.55
0.51,2,5,4,63.7,56,1574,2.525
0.51,5,7,3,62.9,57,1574,2.56
0.51,5,7,3,61.8,55,1574,2.575
0.51,4,7,3,62.3,61,1574,2.555
0.51,3,7,3,63.5,55,1574,2.545
0.51,2,7,3,63.6,57,1574,2.54
0.51,4,7,3,63.0,59,1574,2.555
0.51,3,7,3,63.5,56,1574,2.54
0.51,4,5,4,60.1,59,1574,2.6
0.51,5,3,6,61.0,57,1574,2.61
0.54,5,4,3,59.6,59,1574,2.67
0.51,4,7,3,59.9,61,1574,2.59
0.51,5,2,6,60.6,56,1575,2.59
0.5,5,6,4,61.6,57,1575,2.545
0.52,5,3,5,62.0,55,1575,2.58
0.53,3,7,3,61.2,54,1576,2.615
0.52,5,6,4,61.4,54,1576,2.6
0.52,5,4,5,61.3,56,1576,2.585
0.52,5,6,4,62.1,56,1576,2.585
0.52,2,4,5,63.9,56,1576,2.54
0.52,4,6,4,62.5,60,1576,2.55
0.52,5,6,4,61.3,57,1576,2.595
0.56,3,3,4,61.8,54,1576,2.655
0.52,5,6,4,60.7,56,1576,2.6
0.52,5,6,4,61.7,57,1576,2.55
0.52,5,6,4,60.4,57,1576,2.585
0.52,4,6,4,61.6,59,1576,2.57
0.52,2,6,4,63.4,57,1576,2.56
0.52,5,6,4,61.5,56,1576,2.59
0.51,3,3,6,62.2,61,1577,2.53
0.51,3,6,4,63.6,59,1577,2.495
0.53,5,4,4,61.8,55,1577,2.595
0.53,5,4,4,61.2,56,1577,2.595
0.53,5,3,5,61.6,57,1577,2.59
0.51,5,4,5,62.5,57,1577,2.54
0.52,5,4,4,62.0,55,1577,2.595
0.52,4,3,5,61.4,57,1577,2.635
0.52,3,4,4,63.2,58,1577,2.56
0.52,5,3,5,62.4,55,1577,2.595
0.52,4,3,5,59.2,60,1577,2.635
0.52,3,2,7,63.1,58,1577,2.565
0.52,4,4,4,62.1,58,1577,2.59
0.52,4,4,4,62.4,56,1577,2.595
0.52,4,4,4,62.0,58,1577,2.6
0.52,4,4,4,61.0,60,1577,2.595
0.52,4,4,4,61.7,58,1577,2.58
0.52,5,4,4,62.2,55,1577,2.59
0.52,5,6,3,61.6,55,1577,2.595
0.52,4,6,3,59.8,61,1577,2.6
0.52,4,6,3,62.3,59,1577,2.58
0.6,4,6,3,63.0,60,1577,2.72
0.53,3,5,4,63.2,58,1578,2.565
0.56,3,7,3,63.9,56,1578,2.6
0.56,3,7,3,62.5,58,1578,2.615
0.56,5,7,3,62.3,57,1578,2.62
0.53,4,6,4,61.4,58,1579,2.62
0.61,5,4,3,62.0,54,1579,2.74
0.62,4,6,2,61.1,59,1579,2.765
0.62,4,6,2,61.1,59,1579,2.755
0.72,4,1,3,60.9,57,1579,2.92
0.33,4,3,2,61.2,57,520,2.245
0.3,4,7,3,62.5,59,520,2.13
0.36,5,5,3,62.7,57,520,2.265
0.34,3,3,4,60.0,58,521,2.26
0.33,3,4,3,61.2,56,521,2.22
0.34,3,4,3,63.4,57,521,2.2
0.32,5,1,8,61.0,57,521,2.21
0.31,2,3,3,64.0,54,521,2.155
0.31,4,2,4,59.3,59,521,2.21
0.33,3,3,4,62.0,59,521,2.2
0.33,4,3,4,61.7,59,521,2.195
0.33,5,2,5,61.6,57,521,2.205
0.33,5,3,4,60.7,57,521,2.23
0.33,4,2,5,61.1,59,521,2.22
0.33,2,2,5,63.2,57,521,2.185
0.33,4,3,4,62.4,58,521,2.195
0.33,3,3,4,62.8,59,521,2.19
0.33,5,3,4,60.7,57,521,2.225
0.3,2,7,4,63.6,54,521,2.13
0.33,4,2,5,59.5,60,521,2.25
0.33,5,3,4,61.2,55,521,2.225
0.33,4,2,5,62.7,58,521,2.2
0.33,2,2,5,63.1,56,521,2.19
0.33,4,2,5,61.6,60,521,2.21
0.33,4,3,4,61.3,60,521,2.22
0.33,4,3,4,62.3,58,521,2.19
0.33,3,3,4,61.4,58,521,2.22
0.33,3,3,4,62.2,57,521,2.21
0.72,4,1,3,60.4,61,1579,2.935
0.5,3,7,4,63.8,56,1580,2.525
0.5,3,4,5,63.2,59,1580,2.515
0.56,3,4,4,62.5,57,1580,2.625
0.56,3,3,5,62.8,56,1580,2.615
0.55,5,5,4,61.2,55,1580,2.64
0.56,5,4,4,61.0,57,1580,2.66
0.56,5,6,3,62.7,57,1580,2.615
0.56,5,6,3,61.7,56,1580,2.65
0.56,5,4,4,61.7,56,1580,2.65
0.56,5,4,4,61.9,55,1580,2.64
0.56,5,4,4,61.2,56,1580,2.645
0.56,5,2,7,62.0,57,1580,2.645
0.56,5,4,4,62.1,56,1580,2.645
0.56,3,4,4,60.9,58,1580,2.67
0.55,5,5,4,62.7,55,1580,2.62
